id,project,cvss_score,cvss_version
CVE-2019-15583,gitlab,7.5,3.1
CVE-2019-15585,gitlab,9.8,3.1
CVE-2019-15586,gitlab,6.1,3.1
CVE-2019-15590,gitlab,7.5,3.1
CVE-2019-5462,gitlab,8.8,3.1
CVE-2019-5464,gitlab,9.8,3.1
CVE-2019-5465,gitlab,4.3,3.1
CVE-2019-5466,gitlab,4.3,3.1
CVE-2019-5468,gitlab,8.8,3.1
CVE-2019-5470,gitlab,7.5,3.1
CVE-2019-5472,gitlab,7.5,3.1
CVE-2019-5474,gitlab,6.5,3.1
CVE-2013-4582,gitlab,6.5,3.1
CVE-2013-4583,gitlab,8.8,3.1
CVE-2020-7979,gitlab,5.3,3.1
CVE-2020-8114,gitlab,9.8,3.1
CVE-2020-7966,gitlab,7.5,3.1
CVE-2020-7967,gitlab,4.3,3.1
CVE-2020-7968,gitlab,7.5,3.1
CVE-2020-7969,gitlab,7.5,3.1
CVE-2020-7971,gitlab,6.1,3.1
CVE-2020-7972,gitlab,7.5,3.1
CVE-2020-7973,gitlab,6.1,3.1
CVE-2020-7974,gitlab,5.3,3.1
CVE-2020-7976,gitlab,5.3,3.1
CVE-2020-7977,gitlab,5.3,3.1
CVE-2020-7978,gitlab,7.5,3.1
CVE-2020-6833,gitlab,7.5,3.1
CVE-2019-15592,gitlab,4.3,3.1
CVE-2019-15594,gitlab,4.3,3.1
CVE-2019-12825,gitlab,4.3,3.1
CVE-2020-8795,gitlab,7.5,3.1
CVE-2020-8113,gitlab,9.8,3.1
CVE-2019-12428,gitlab,9.8,3.1
CVE-2019-12429,gitlab,6.5,3.1
CVE-2019-12430,gitlab,8.8,3.1
CVE-2019-12431,gitlab,4.3,3.1
CVE-2019-12432,gitlab,4.3,3.1
CVE-2019-12433,gitlab,5.3,3.1
CVE-2019-12434,gitlab,4.3,3.1
CVE-2019-12441,gitlab,7.5,3.1
CVE-2019-12442,gitlab,6.1,3.1
CVE-2019-12443,gitlab,9.8,3.1
CVE-2019-12444,gitlab,6.1,3.1
CVE-2019-12445,gitlab,5.4,3.1
CVE-2019-12446,gitlab,7.5,3.1
CVE-2019-13001,gitlab,4.3,3.1
CVE-2019-13002,gitlab,4.3,3.1
CVE-2019-13003,gitlab,7.5,3.1
CVE-2019-13004,gitlab,5.3,3.1
CVE-2019-13005,gitlab,4.3,3.1
CVE-2019-13006,gitlab,4.3,3.1
CVE-2019-13007,gitlab,4.9,3.1
CVE-2019-13009,gitlab,6.5,3.1
CVE-2019-13010,gitlab,5.9,3.1
CVE-2019-13011,gitlab,4.3,3.1
CVE-2019-13121,gitlab,7.5,3.1
CVE-2020-10535,gitlab,5.3,3.1
CVE-2020-10078,gitlab,6.1,3.1
CVE-2020-10079,gitlab,5.3,3.1
CVE-2020-10080,gitlab,5.3,3.1
CVE-2020-10081,gitlab,6.5,3.1
CVE-2020-10082,gitlab,5.3,3.1
CVE-2020-10083,gitlab,9.1,3.1
CVE-2020-10084,gitlab,5.3,3.1
CVE-2020-10085,gitlab,5.3,3.1
CVE-2020-10086,gitlab,5.3,3.1
CVE-2020-10087,gitlab,7.5,3.1
CVE-2020-10088,gitlab,8.1,3.1
CVE-2020-10089,gitlab,7.5,3.1
CVE-2020-10090,gitlab,5.3,3.1
CVE-2020-10091,gitlab,6.1,3.1
CVE-2020-10092,gitlab,6.1,3.1
CVE-2020-10073,gitlab,7.5,3.1
CVE-2020-10074,gitlab,9.8,3.1
CVE-2020-10075,gitlab,6.1,3.1
CVE-2020-10076,gitlab,6.1,3.1
CVE-2020-10077,gitlab,9.8,3.1
CVE-2020-10952,gitlab,6.5,3.1
CVE-2020-10953,gitlab,7.5,3.1
CVE-2020-10954,gitlab,7.5,3.1
CVE-2020-10955,gitlab,6.5,3.1
CVE-2020-10956,gitlab,9.8,3.1
CVE-2020-10975,gitlab,4.3,3.1
CVE-2020-10976,gitlab,7.5,3.1
CVE-2020-10977,gitlab,5.5,3.1
CVE-2020-10978,gitlab,5.3,3.1
CVE-2020-10979,gitlab,4.3,3.1
CVE-2020-10980,gitlab,9.8,3.1
CVE-2020-10981,gitlab,4.3,3.1
CVE-2020-11505,gitlab,7.5,3.1
CVE-2020-11506,gitlab,7.5,3.1
CVE-2020-11649,gitlab,6.5,3.1
CVE-2020-12275,gitlab,5.3,3.1
CVE-2020-12276,gitlab,4.8,3.1
CVE-2020-12277,gitlab,5.3,3.1
CVE-2020-12448,gitlab,5.3,3.1
CVE-2020-13266,gitlab,4.3,3.1
CVE-2020-13267,gitlab,6.1,3.1
CVE-2020-13268,gitlab,5.3,3.1
CVE-2020-13269,gitlab,6.1,3.1
CVE-2020-13270,gitlab,7.5,3.1
CVE-2020-13271,gitlab,6.1,3.1
CVE-2020-13277,gitlab,6.3,3.1
CVE-2020-13262,gitlab,6.1,3.1
CVE-2020-13265,gitlab,4.3,3.1
CVE-2020-13273,gitlab,7.5,3.1
CVE-2020-13274,gitlab,7.5,3.1
CVE-2020-13275,gitlab,8.0,3.1
CVE-2020-13276,gitlab,7.4,3.1
CVE-2020-13261,gitlab,5.3,3.1
CVE-2020-13263,gitlab,7.5,3.1
CVE-2020-13264,gitlab,5.3,3.1
CVE-2020-15525,gitlab,5.3,3.1
CVE-2020-13292,gitlab,9.6,3.1
CVE-2020-13293,gitlab,6.3,3.1
CVE-2020-13294,gitlab,4.2,3.1
CVE-2020-13288,gitlab,5.5,3.1
CVE-2020-13290,gitlab,7.5,3.1
CVE-2020-13291,gitlab,8.1,3.1
CVE-2020-13280,gitlab,6.5,3.1
CVE-2020-13282,gitlab,3.1,3.1
CVE-2020-13283,gitlab,7.3,3.1
CVE-2020-13285,gitlab,7.3,3.1
CVE-2020-13281,gitlab,6.5,3.1
CVE-2020-13286,gitlab,6.4,3.1
CVE-2020-13284,gitlab,6.5,3.1
CVE-2020-13287,gitlab,4.3,3.1
CVE-2020-13289,gitlab,5.4,3.1
CVE-2020-13299,gitlab,8.1,3.1
CVE-2020-13300,gitlab,8.0,3.1
CVE-2020-13316,gitlab,5.4,3.1
CVE-2020-13318,gitlab,6.4,3.1
CVE-2020-13311,gitlab,4.3,3.1
CVE-2020-13312,gitlab,6.5,3.1
CVE-2020-13313,gitlab,4.3,3.1
CVE-2020-13314,gitlab,3.7,3.1
CVE-2020-13317,gitlab,6.5,3.1
CVE-2020-13297,gitlab,3.8,3.1
CVE-2020-13298,gitlab,7.2,3.1
CVE-2020-13301,gitlab,5.5,3.1
CVE-2020-13302,gitlab,3.8,3.1
CVE-2020-13304,gitlab,3.8,3.1
CVE-2020-13305,gitlab,3.5,3.1
CVE-2020-13306,gitlab,3.7,3.1
CVE-2020-13309,gitlab,5.4,3.1
CVE-2020-13310,gitlab,6.5,3.1
CVE-2020-13315,gitlab,3.7,3.1
CVE-2020-13303,gitlab,7.1,3.1
CVE-2020-13307,gitlab,3.8,3.1
CVE-2020-13308,gitlab,2.7,3.1
CVE-2020-13296,gitlab,6.5,3.1
CVE-2020-13319,gitlab,4.3,3.1
CVE-2020-13320,gitlab,6.5,3.1
CVE-2020-13321,gitlab,8.3,3.1
CVE-2020-13322,gitlab,7.2,3.1
CVE-2020-13323,gitlab,7.7,3.1
CVE-2020-13324,gitlab,6.5,3.1
CVE-2020-13325,gitlab,7.1,3.1
CVE-2020-13326,gitlab,4.3,3.1
CVE-2020-13328,gitlab,4.8,3.1
CVE-2020-13329,gitlab,6.5,3.1
CVE-2020-13330,gitlab,4.4,3.1
CVE-2020-13331,gitlab,5.4,3.1
CVE-2020-13336,gitlab,4.0,3.1
CVE-2020-13337,gitlab,7.2,3.1
CVE-2020-13338,gitlab,5.4,3.1
CVE-2020-13333,gitlab,4.3,3.1
CVE-2020-13343,gitlab,7.5,3.1
CVE-2020-13345,gitlab,5.5,3.1
CVE-2020-13334,gitlab,5.9,3.1
CVE-2020-13335,gitlab,4.3,3.1
CVE-2020-13346,gitlab,6.5,3.1
CVE-2020-13347,gitlab,9.1,3.1
CVE-2020-13342,gitlab,2.7,3.1
CVE-2020-13339,gitlab,5.5,3.1
CVE-2020-13340,gitlab,8.7,3.1
CVE-2020-13344,gitlab,5.7,3.1
CVE-2020-13341,gitlab,4.9,3.1
CVE-2020-13352,gitlab,3.7,3.1
CVE-2020-13354,gitlab,4.3,3.1
CVE-2020-13358,gitlab,4.7,3.1
CVE-2020-26406,gitlab,5.3,3.1
CVE-2020-13350,gitlab,3.1,3.1
CVE-2020-13351,gitlab,6.5,3.1
CVE-2020-13348,gitlab,5.7,3.1
CVE-2020-13349,gitlab,4.3,3.1
CVE-2020-26405,gitlab,7.1,3.1
CVE-2020-13355,gitlab,7.5,3.1
CVE-2020-13356,gitlab,8.2,3.1
CVE-2020-13359,gitlab,7.6,3.1
CVE-2020-26407,gitlab,5.5,3.1
CVE-2020-26409,gitlab,4.3,3.1
CVE-2020-13357,gitlab,4.3,3.1
CVE-2020-26408,gitlab,5.3,3.1
CVE-2020-26412,gitlab,3.1,3.1
CVE-2020-26413,gitlab,5.3,3.1
CVE-2020-26415,gitlab,4.3,3.1
CVE-2020-26416,gitlab,4.0,3.1
CVE-2020-26417,gitlab,5.3,3.1
CVE-2020-26411,gitlab,4.3,3.1
CVE-2020-26414,gitlab,4.3,3.1
CVE-2021-22166,gitlab,5.3,3.1
CVE-2021-22167,gitlab,5.3,3.1
CVE-2021-22168,gitlab,4.3,3.1
CVE-2021-22171,gitlab,7.3,3.1
CVE-2021-22187,gitlab,4.3,3.1
CVE-2021-22182,gitlab,3.5,3.1
CVE-2021-22188,gitlab,5.3,3.1
CVE-2021-22183,gitlab,4.1,3.1
CVE-2021-22189,gitlab,5.9,3.1
CVE-2021-22176,gitlab,4.3,3.1
CVE-2021-22178,gitlab,5.0,3.1
CVE-2021-22179,gitlab,5.4,3.1
CVE-2021-22185,gitlab,5.4,3.1
CVE-2021-22186,gitlab,4.9,3.1
CVE-2021-22192,gitlab,9.9,3.1
CVE-2021-22193,gitlab,3.5,3.1
CVE-2021-22169,gitlab,4.3,3.1
CVE-2021-22172,gitlab,4.3,3.1
CVE-2021-22180,gitlab,4.3,3.1
CVE-2021-22184,gitlab,6.2,3.1
CVE-2021-22194,gitlab,5.7,3.1
CVE-2021-22177,gitlab,4.3,3.1
CVE-2021-22196,gitlab,6.3,3.1
CVE-2021-22197,gitlab,3.5,3.1
CVE-2021-22198,gitlab,4.3,3.1
CVE-2021-22200,gitlab,5.9,3.1
CVE-2021-22201,gitlab,9.6,3.1
CVE-2021-22202,gitlab,2.4,3.1
CVE-2021-22203,gitlab,7.5,3.1
CVE-2021-22190,gitlab,8.5,3.1
CVE-2021-22199,gitlab,3.5,3.1
CVE-2021-22205,gitlab,10.0,3.1
CVE-2021-22211,gitlab,3.1,3.1
CVE-2021-22206,gitlab,6.8,3.1
CVE-2021-22208,gitlab,4.3,3.1
CVE-2021-22209,gitlab,7.5,3.1
CVE-2021-22210,gitlab,5.3,3.1
CVE-2021-22214,gitlab,6.8,3.1
CVE-2021-22215,gitlab,7.5,3.1
CVE-2021-22218,gitlab,2.6,3.1
CVE-2021-22213,gitlab,8.8,3.1
CVE-2021-22217,gitlab,6.5,3.1
CVE-2021-22219,gitlab,4.4,3.1
CVE-2021-22221,gitlab,6.5,3.1
CVE-2021-22216,gitlab,6.5,3.1
CVE-2021-22220,gitlab,6.1,3.1
CVE-2021-22175,gitlab,6.8,3.1
CVE-2021-22181,gitlab,7.7,3.1
CVE-2021-22226,gitlab,6.5,3.1
CVE-2021-22229,gitlab,5.9,3.1
CVE-2021-22232,gitlab,3.5,3.1
CVE-2021-22223,gitlab,6.1,3.1
CVE-2021-22228,gitlab,6.5,3.1
CVE-2021-22227,gitlab,6.1,3.1
CVE-2021-22230,gitlab,4.9,3.1
CVE-2021-22231,gitlab,3.5,3.1
CVE-2021-22224,gitlab,7.1,3.1
CVE-2021-22225,gitlab,4.7,3.1
CVE-2021-22233,gitlab,4.3,3.1
CVE-2021-22240,gitlab,4.2,3.1
CVE-2021-22241,gitlab,8.7,3.1
CVE-2021-22234,gitlab,9.6,3.1
CVE-2021-22238,gitlab,6.8,3.1
CVE-2021-22246,gitlab,7.7,3.1
CVE-2021-22254,gitlab,3.1,3.1
CVE-2021-22248,gitlab,5.3,3.1
CVE-2021-22249,gitlab,4.3,3.1
CVE-2021-22251,gitlab,4.3,3.1
CVE-2021-22252,gitlab,6.5,3.1
CVE-2021-22253,gitlab,4.9,3.1
CVE-2021-22236,gitlab,5.5,3.1
CVE-2021-22237,gitlab,6.6,3.1
CVE-2021-22242,gitlab,8.7,3.1
CVE-2021-22243,gitlab,5.0,3.1
CVE-2021-22244,gitlab,3.1,3.1
CVE-2021-22245,gitlab,2.7,3.1
CVE-2021-22247,gitlab,4.3,3.1
CVE-2021-22250,gitlab,5.4,3.1
CVE-2021-22256,gitlab,5.4,3.1
CVE-2021-22239,gitlab,5.0,3.1
CVE-2021-22259,gitlab,4.3,3.1
CVE-2021-39868,gitlab,4.3,3.1
CVE-2021-39871,gitlab,4.3,3.1
CVE-2021-39873,gitlab,4.3,3.1
CVE-2021-39874,gitlab,4.3,3.1
CVE-2021-39877,gitlab,7.7,3.1
CVE-2021-39879,gitlab,2.2,3.1
CVE-2021-39883,gitlab,4.3,3.1
CVE-2021-39885,gitlab,8.7,3.1
CVE-2021-39896,gitlab,3.8,3.1
CVE-2021-39899,gitlab,2.9,3.1
CVE-2021-39900,gitlab,2.0,3.1
CVE-2021-39887,gitlab,7.3,3.1
CVE-2021-39866,gitlab,5.4,3.1
CVE-2021-39867,gitlab,6.5,3.1
CVE-2021-39869,gitlab,6.5,3.1
CVE-2021-39872,gitlab,6.5,3.1
CVE-2021-39875,gitlab,5.3,3.1
CVE-2021-39878,gitlab,5.8,3.1
CVE-2021-39882,gitlab,5.3,3.1
CVE-2021-39884,gitlab,4.3,3.1
CVE-2021-39888,gitlab,4.3,3.1
CVE-2021-39893,gitlab,5.3,3.1
CVE-2021-39894,gitlab,5.4,3.1
CVE-2021-22257,gitlab,5.3,3.1
CVE-2021-22258,gitlab,4.3,3.1
CVE-2021-22261,gitlab,7.3,3.1
CVE-2021-22262,gitlab,5.4,3.1
CVE-2021-22264,gitlab,6.8,3.1
CVE-2021-39870,gitlab,4.3,3.1
CVE-2021-39881,gitlab,3.5,3.1
CVE-2021-39886,gitlab,2.6,3.1
CVE-2021-39889,gitlab,4.3,3.1
CVE-2021-39891,gitlab,5.9,3.1
CVE-2021-39880,gitlab,6.5,3.1
CVE-2021-22263,gitlab,5.5,3.1
CVE-2021-39902,gitlab,4.3,3.1
CVE-2021-39903,gitlab,6.5,3.1
CVE-2021-39914,gitlab,3.1,3.1
CVE-2021-22260,gitlab,7.7,3.1
CVE-2021-39895,gitlab,6.0,3.1
CVE-2021-39897,gitlab,2.6,3.1
CVE-2021-39898,gitlab,3.7,3.1
CVE-2021-39901,gitlab,2.7,3.1
CVE-2021-39904,gitlab,4.3,3.1
CVE-2021-39905,gitlab,4.3,3.1
CVE-2021-39906,gitlab,8.7,3.1
CVE-2021-39907,gitlab,5.3,3.1
CVE-2021-39909,gitlab,5.3,3.1
CVE-2021-39911,gitlab,1.7,3.1
CVE-2021-39912,gitlab,5.3,3.1
CVE-2021-39913,gitlab,4.4,3.1
CVE-2021-22170,gitlab,6.2,3.1
CVE-2021-39890,gitlab,3.1,3.1
CVE-2021-39910,gitlab,2.6,3.1
CVE-2021-39915,gitlab,5.3,3.1
CVE-2021-39916,gitlab,4.3,3.1
CVE-2021-39917,gitlab,4.3,3.1
CVE-2021-39918,gitlab,3.1,3.1
CVE-2021-39919,gitlab,4.4,3.1
CVE-2021-39930,gitlab,4.3,3.1
CVE-2021-39931,gitlab,3.1,3.1
CVE-2021-39932,gitlab,4.3,3.1
CVE-2021-39933,gitlab,4.3,3.1
CVE-2021-39934,gitlab,4.3,3.1
CVE-2021-39935,gitlab,6.8,3.1
CVE-2021-39936,gitlab,3.5,3.1
CVE-2021-39937,gitlab,5.9,3.1
CVE-2021-39938,gitlab,3.1,3.1
CVE-2021-39939,gitlab,6.5,3.1
CVE-2021-39940,gitlab,4.3,3.1
CVE-2021-39941,gitlab,3.7,3.1
CVE-2021-39944,gitlab,7.1,3.1
CVE-2021-39945,gitlab,2.7,3.1
CVE-2021-39892,gitlab,4.3,3.1
CVE-2021-39927,gitlab,3.5,3.1
CVE-2021-39942,gitlab,4.3,3.1
CVE-2021-39946,gitlab,8.7,3.1
CVE-2022-0090,gitlab,6.5,3.1
CVE-2022-0093,gitlab,3.5,3.1
CVE-2022-0124,gitlab,4.3,3.1
CVE-2022-0125,gitlab,4.3,3.1
CVE-2022-0151,gitlab,6.5,3.1
CVE-2022-0152,gitlab,6.5,3.1
CVE-2022-0154,gitlab,7.5,3.1
CVE-2022-0172,gitlab,5.3,3.1
CVE-2022-0244,gitlab,8.6,3.1
CVE-2021-39943,gitlab,4.3,3.1
CVE-2021-39876,gitlab,4.3,3.1
CVE-2021-4191,gitlab,5.3,3.1
CVE-2022-0123,gitlab,5.9,3.1
CVE-2022-0136,gitlab,5.4,3.1
CVE-2022-0249,gitlab,3.1,3.1
CVE-2022-0283,gitlab,4.7,3.1
CVE-2022-0344,gitlab,3.1,3.1
CVE-2022-0371,gitlab,4.3,3.1
CVE-2022-0427,gitlab,7.7,3.1
CVE-2022-0488,gitlab,3.5,3.1
CVE-2022-0549,gitlab,6.5,3.1
CVE-2022-0735,gitlab,10.0,3.1
CVE-2022-0738,gitlab,4.2,3.1
CVE-2022-0751,gitlab,6.5,3.1
CVE-2021-39908,gitlab,6.5,3.1
CVE-2022-0373,gitlab,4.3,3.1
CVE-2022-0390,gitlab,4.3,3.1
CVE-2022-0425,gitlab,5.4,3.1
CVE-2022-0489,gitlab,3.5,3.1
CVE-2022-0741,gitlab,5.8,3.1
CVE-2022-0740,gitlab,3.1,3.1
CVE-2022-1099,gitlab,4.3,3.1
CVE-2022-1100,gitlab,4.3,3.1
CVE-2022-1105,gitlab,4.3,3.1
CVE-2022-1111,gitlab,2.4,3.1
CVE-2022-1120,gitlab,4.8,3.1
CVE-2022-1121,gitlab,5.3,3.1
CVE-2022-1148,gitlab,5.3,3.1
CVE-2022-1162,gitlab,9.1,3.1
CVE-2022-1174,gitlab,4.3,3.1
CVE-2022-1175,gitlab,8.7,3.1
CVE-2022-1185,gitlab,6.5,3.1
CVE-2022-1188,gitlab,3.7,3.1
CVE-2022-1189,gitlab,3.1,3.1
CVE-2022-1190,gitlab,8.7,3.1
CVE-2022-1157,gitlab,2.6,3.1
CVE-2022-1193,gitlab,4.3,3.1
CVE-2022-0477,gitlab,4.9,3.1
CVE-2022-1417,gitlab,4.3,3.1
CVE-2022-1431,gitlab,4.3,3.1
CVE-2022-1124,gitlab,4.3,3.1
CVE-2022-1352,gitlab,5.3,3.1
CVE-2022-1406,gitlab,6.5,3.1
CVE-2022-1426,gitlab,2.0,3.1
CVE-2022-1428,gitlab,4.3,3.1
CVE-2022-1433,gitlab,2.6,3.1
CVE-2022-1460,gitlab,6.1,3.1
CVE-2022-1510,gitlab,6.5,3.1
CVE-2022-1545,gitlab,4.3,3.1
CVE-2022-1413,gitlab,5.4,3.1
CVE-2022-1416,gitlab,4.3,3.1
CVE-2022-1423,gitlab,7.1,3.1
CVE-2022-1783,gitlab,2.7,3.1
CVE-2022-1821,gitlab,4.3,3.1
CVE-2022-1935,gitlab,6.5,3.1
CVE-2022-1936,gitlab,6.5,3.1
CVE-2022-1940,gitlab,7.7,3.1
CVE-2022-1944,gitlab,5.4,3.1
CVE-2022-1680,gitlab,9.9,3.1
CVE-2022-1983,gitlab,6.5,3.1
CVE-2022-2185,gitlab,9.9,3.1
CVE-2022-2227,gitlab,3.1,3.1
CVE-2022-2230,gitlab,8.1,3.1
CVE-2022-2235,gitlab,8.7,3.1
CVE-2022-2243,gitlab,5.0,3.1
CVE-2022-2244,gitlab,4.3,3.1
CVE-2022-2250,gitlab,4.7,3.1
CVE-2022-2281,gitlab,2.6,3.1
CVE-2022-1963,gitlab,5.3,3.1
CVE-2022-1981,gitlab,2.7,3.1
CVE-2022-1999,gitlab,3.1,3.1
CVE-2022-2228,gitlab,5.3,3.1
CVE-2022-2229,gitlab,7.5,3.1
CVE-2022-2270,gitlab,3.5,3.1
CVE-2022-0167,gitlab,3.1,3.1
CVE-2022-1954,gitlab,4.3,3.1
CVE-2022-1948,gitlab,8.7,3.1
CVE-2022-2095,gitlab,4.3,3.1
CVE-2022-2303,gitlab,4.3,3.1
CVE-2022-2307,gitlab,3.5,3.1
CVE-2022-2326,gitlab,6.4,3.1
CVE-2022-2417,gitlab,6.2,3.1
CVE-2022-2456,gitlab,4.9,3.1
CVE-2022-2459,gitlab,2.7,3.1
CVE-2022-2497,gitlab,8.5,3.1
CVE-2022-2498,gitlab,6.4,3.1
CVE-2022-2499,gitlab,3.5,3.1
CVE-2022-2500,gitlab,4.4,3.1
CVE-2022-2501,gitlab,5.9,3.1
CVE-2022-2512,gitlab,6.5,3.1
CVE-2022-2531,gitlab,5.3,3.1
CVE-2022-2534,gitlab,2.2,3.1
CVE-2022-2539,gitlab,5.3,3.1
CVE-2022-2428,gitlab,6.4,3.1
CVE-2022-2455,gitlab,6.5,3.1
CVE-2022-2527,gitlab,7.3,3.1
CVE-2022-2533,gitlab,6.5,3.1
CVE-2022-2592,gitlab,6.5,3.1
CVE-2022-2630,gitlab,4.3,3.1
CVE-2022-2865,gitlab,7.3,3.1
CVE-2022-2884,gitlab,9.9,3.1
CVE-2022-2908,gitlab,4.3,3.1
CVE-2022-2931,gitlab,7.5,3.1
CVE-2022-2992,gitlab,9.9,3.1
CVE-2022-3030,gitlab,4.3,3.1
CVE-2022-3031,gitlab,3.7,3.1
CVE-2022-3060,gitlab,7.3,3.1
CVE-2022-3066,gitlab,5.4,3.1
CVE-2022-3067,gitlab,6.5,3.1
CVE-2022-3279,gitlab,2.7,3.1
CVE-2022-3283,gitlab,7.5,3.1
CVE-2022-3286,gitlab,5.3,3.1
CVE-2022-3288,gitlab,3.5,3.1
CVE-2022-3291,gitlab,6.5,3.1
CVE-2022-3293,gitlab,3.5,3.1
CVE-2022-3325,gitlab,2.7,3.1
CVE-2022-3330,gitlab,4.3,3.1
CVE-2022-3331,gitlab,3.5,3.1
CVE-2022-3351,gitlab,4.3,3.1
CVE-2022-3639,gitlab,4.3,3.1
CVE-2022-2882,gitlab,5.5,3.1
CVE-2022-3018,gitlab,6.8,3.1
CVE-2022-2826,gitlab,2.7,3.1
CVE-2022-2904,gitlab,7.3,3.1
CVE-2022-2761,gitlab,4.3,3.1
CVE-2022-3265,gitlab,7.3,3.1
CVE-2022-3280,gitlab,3.5,3.1
CVE-2022-3285,gitlab,5.3,3.1
CVE-2022-3483,gitlab,5.5,3.1
CVE-2022-3486,gitlab,4.7,3.1
CVE-2022-3413,gitlab,4.3,3.1
CVE-2022-3706,gitlab,3.1,3.1
CVE-2022-3726,gitlab,4.8,3.1
CVE-2022-3793,gitlab,4.3,3.1
CVE-2022-3818,gitlab,5.3,3.1
CVE-2022-3819,gitlab,3.5,3.1
CVE-2022-3514,gitlab,4.3,3.1
CVE-2022-3573,gitlab,5.4,3.1
CVE-2022-3613,gitlab,5.8,3.1
CVE-2022-3870,gitlab,5.3,3.1
CVE-2022-4037,gitlab,6.4,3.1
CVE-2022-4131,gitlab,4.3,3.1
CVE-2022-4167,gitlab,5.3,3.1
CVE-2022-4342,gitlab,5.5,3.1
CVE-2022-4365,gitlab,5.5,3.1
CVE-2023-0042,gitlab,6.1,3.1
CVE-2022-2907,gitlab,5.7,3.1
CVE-2022-3478,gitlab,4.3,3.1
CVE-2022-3482,gitlab,5.3,3.1
CVE-2022-3572,gitlab,9.3,3.1
CVE-2022-3740,gitlab,6.5,3.1
CVE-2022-3820,gitlab,6.5,3.1
CVE-2022-3902,gitlab,5.5,3.1
CVE-2022-4054,gitlab,5.5,3.1
CVE-2022-4092,gitlab,5.7,3.1
CVE-2022-4335,gitlab,4.3,3.1
CVE-2022-4201,gitlab,3.5,3.1
CVE-2022-4205,gitlab,6.3,3.1
CVE-2022-4255,gitlab,4.3,3.1
