id,project,cvss_score,cvss_version
CVE-2022-3411,gitlab,6.5,3.1
CVE-2022-3759,gitlab,4.3,3.1
CVE-2022-4138,gitlab,6.4,3.1
CVE-2023-0518,gitlab,4.3,3.1
CVE-2022-4007,gitlab,5.4,3.1
CVE-2022-4462,gitlab,5.0,3.1
CVE-2023-0483,gitlab,5.5,3.1
CVE-2023-1084,gitlab,2.7,3.1
CVE-2022-3381,gitlab,4.3,3.1
CVE-2022-4289,gitlab,6.4,3.1
CVE-2023-0223,gitlab,5.3,3.1
CVE-2022-4331,gitlab,5.7,3.1
CVE-2023-0050,gitlab,8.7,3.1
CVE-2023-1072,gitlab,4.3,3.1
CVE-2022-3758,gitlab,5.4,3.1
CVE-2022-3375,gitlab,3.1,3.1
CVE-2022-3513,gitlab,6.1,3.1
CVE-2023-0319,gitlab,5.8,3.1
CVE-2023-0523,gitlab,5.4,3.1
CVE-2023-1098,gitlab,5.8,3.1
CVE-2023-1733,gitlab,5.8,3.1
CVE-2023-0450,gitlab,3.7,3.1
CVE-2023-0838,gitlab,5.5,3.1
CVE-2023-1071,gitlab,3.1,3.1
CVE-2023-1167,gitlab,5.3,3.1
CVE-2023-1417,gitlab,4.3,3.1
CVE-2023-1708,gitlab,5.7,3.1
CVE-2023-1710,gitlab,5.3,3.1
CVE-2023-1787,gitlab,4.3,3.1
CVE-2018-15472,gitlab,7.5,3.1
CVE-2018-17449,gitlab,7.5,3.1
CVE-2018-17450,gitlab,4.3,3.1
CVE-2018-17451,gitlab,8.8,3.1
CVE-2018-17452,gitlab,9.8,3.1
CVE-2018-17453,gitlab,5.3,3.1
CVE-2018-17454,gitlab,5.4,3.1
CVE-2018-17455,gitlab,7.5,3.1
CVE-2018-17536,gitlab,5.4,3.1
CVE-2018-17537,gitlab,5.4,3.1
CVE-2019-14942,gitlab,5.9,3.1
CVE-2019-14944,gitlab,6.5,3.1
CVE-2023-0155,gitlab,5.4,3.1
CVE-2023-0485,gitlab,6.5,3.1
CVE-2023-1204,gitlab,4.3,3.1
CVE-2023-1265,gitlab,5.4,3.1
CVE-2023-1836,gitlab,4.4,3.1
CVE-2023-1965,gitlab,6.8,3.1
CVE-2023-2069,gitlab,6.4,3.1
CVE-2022-4376,gitlab,3.1,3.1
CVE-2023-0756,gitlab,4.8,3.1
CVE-2023-0805,gitlab,4.9,3.1
CVE-2023-1178,gitlab,5.7,3.1
CVE-2023-2182,gitlab,6.8,3.1
CVE-2023-2478,gitlab,9.6,3.1
CVE-2023-2181,gitlab,6.3,3.1
CVE-2023-2825,gitlab,10.0,3.1
CVE-2023-0921,gitlab,4.3,3.1
CVE-2023-2132,gitlab,7.5,3.1
CVE-2023-1621,gitlab,6.5,3.1
CVE-2023-2442,gitlab,8.7,3.1
CVE-2023-0121,gitlab,6.5,3.1
CVE-2023-0508,gitlab,3.1,3.1
CVE-2023-1825,gitlab,3.1,3.1
CVE-2023-2001,gitlab,4.3,3.1
CVE-2023-2013,gitlab,2.6,3.1
CVE-2023-2015,gitlab,4.4,3.1
CVE-2023-2198,gitlab,7.5,3.1
CVE-2023-2199,gitlab,7.5,3.1
CVE-2023-2485,gitlab,4.4,3.1
CVE-2023-2589,gitlab,5.9,3.1
CVE-2022-4143,gitlab,6.4,3.1
CVE-2023-2232,gitlab,6.5,3.1
CVE-2023-1936,gitlab,3.5,3.1
CVE-2023-2190,gitlab,6.5,3.1
CVE-2023-2200,gitlab,4.1,3.1
CVE-2023-2576,gitlab,4.3,3.1
CVE-2023-2620,gitlab,5.5,3.1
CVE-2023-3362,gitlab,5.3,3.1
CVE-2023-3363,gitlab,3.9,3.1
CVE-2023-3424,gitlab,7.5,3.1
CVE-2023-3444,gitlab,5.7,3.1
CVE-2023-3484,gitlab,8.0,3.1
CVE-2023-3102,gitlab,5.3,3.1
CVE-2023-1401,gitlab,5.0,3.1
CVE-2023-0632,gitlab,6.5,3.1
CVE-2023-1210,gitlab,3.1,3.1
CVE-2023-2164,gitlab,5.4,3.1
CVE-2023-3364,gitlab,7.5,3.1
CVE-2023-3385,gitlab,6.3,3.1
CVE-2023-3500,gitlab,4.8,3.1
CVE-2023-3900,gitlab,4.3,3.1
CVE-2023-3993,gitlab,4.9,3.1
CVE-2023-3994,gitlab,7.5,3.1
CVE-2023-4011,gitlab,4.3,3.1
CVE-2023-2022,gitlab,4.3,3.1
CVE-2023-3401,gitlab,4.8,3.1
CVE-2023-3932,gitlab,8.2,3.1
CVE-2023-4008,gitlab,5.3,3.1
CVE-2023-4002,gitlab,5.3,3.1
CVE-2023-4522,gitlab,4.3,3.1
CVE-2022-4343,gitlab,5.0,3.1
CVE-2023-0120,gitlab,3.5,3.1
CVE-2023-1279,gitlab,2.6,3.1
CVE-2023-1555,gitlab,2.7,3.1
CVE-2023-3205,gitlab,6.5,3.1
CVE-2023-3210,gitlab,6.5,3.1
CVE-2023-3915,gitlab,6.5,3.1
CVE-2023-3950,gitlab,5.5,3.1
CVE-2023-4018,gitlab,4.3,3.1
CVE-2023-4378,gitlab,5.5,3.1
CVE-2023-4647,gitlab,5.3,3.1
CVE-2023-4630,gitlab,5.0,3.1
CVE-2023-5009,gitlab,8.2,3.1
CVE-2023-0989,gitlab,4.3,3.1
CVE-2023-2233,gitlab,3.1,3.1
CVE-2023-3115,gitlab,5.4,3.1
CVE-2023-3906,gitlab,3.5,3.1
CVE-2023-3914,gitlab,5.4,3.1
CVE-2023-3917,gitlab,4.3,3.1
CVE-2023-3920,gitlab,4.3,3.1
CVE-2023-3979,gitlab,3.1,3.1
CVE-2023-4532,gitlab,4.3,3.1
CVE-2023-3922,gitlab,3.0,3.1
CVE-2023-5198,gitlab,4.3,3.1
CVE-2023-3413,gitlab,6.5,3.1
CVE-2023-5207,gitlab,8.2,3.1
CVE-2023-5106,gitlab,8.2,3.1
CVE-2023-5825,gitlab,6.5,3.1
CVE-2023-5831,gitlab,3.7,3.1
CVE-2023-3246,gitlab,4.3,3.1
CVE-2023-3399,gitlab,8.5,3.1
CVE-2023-3909,gitlab,4.3,3.1
CVE-2023-5963,gitlab,3.1,3.1
CVE-2023-4700,gitlab,3.5,3.1
CVE-2023-4379,gitlab,8.1,3.1
CVE-2023-3443,gitlab,3.1,3.1
CVE-2023-3949,gitlab,5.3,3.1
CVE-2023-3964,gitlab,4.3,3.1
CVE-2023-4317,gitlab,4.3,3.1
CVE-2023-4658,gitlab,3.1,3.1
CVE-2023-4912,gitlab,2.6,3.1
CVE-2023-5226,gitlab,4.8,3.1
CVE-2023-5995,gitlab,4.4,3.1
CVE-2023-6033,gitlab,8.7,3.1
CVE-2023-5332,gitlab,5.9,3.1
CVE-2023-3511,gitlab,2.0,3.1
CVE-2023-3904,gitlab,4.3,3.1
CVE-2023-5061,gitlab,4.3,3.1
CVE-2023-5512,gitlab,4.8,3.1
CVE-2023-6051,gitlab,5.7,3.1
CVE-2023-6680,gitlab,7.4,3.1
CVE-2023-3907,gitlab,4.9,3.1
CVE-2023-2030,gitlab,3.5,3.1
CVE-2023-4812,gitlab,7.6,3.1
CVE-2023-5356,gitlab,7.3,3.1
CVE-2023-6955,gitlab,6.6,3.1
CVE-2023-7028,gitlab,10.0,3.1
CVE-2023-5933,gitlab,6.4,3.1
CVE-2024-0402,gitlab,9.9,3.1
CVE-2024-0456,gitlab,4.3,3.1
CVE-2023-5612,gitlab,5.3,3.1
CVE-2023-6159,gitlab,6.5,3.1
CVE-2023-6736,gitlab,6.5,3.1
CVE-2023-6840,gitlab,6.7,3.1
CVE-2024-1066,gitlab,6.5,3.1
CVE-2023-6564,gitlab,6.5,3.1
CVE-2024-1250,gitlab,6.5,3.1
CVE-2023-3509,gitlab,3.7,3.1
CVE-2023-6477,gitlab,6.7,3.1
CVE-2024-0410,gitlab,7.7,3.1
CVE-2024-0861,gitlab,4.3,3.1
CVE-2024-1451,gitlab,8.7,3.1
CVE-2024-1525,gitlab,5.3,3.1
CVE-2023-4895,gitlab,4.3,3.1
CVE-2024-0199,gitlab,7.7,3.1
CVE-2024-1299,gitlab,6.5,3.1
CVE-2023-6371,gitlab,8.7,3.1
CVE-2024-2818,gitlab,4.3,3.1
CVE-2023-6489,gitlab,4.3,3.1
CVE-2023-6678,gitlab,4.3,3.1
CVE-2024-2279,gitlab,8.7,3.1
CVE-2024-3092,gitlab,8.7,3.1
CVE-2024-1347,gitlab,4.3,3.1
CVE-2024-2434,gitlab,8.5,3.1
CVE-2024-2829,gitlab,7.5,3.1
CVE-2024-4006,gitlab,4.3,3.1
CVE-2024-4024,gitlab,7.3,3.1
CVE-2023-6682,gitlab,6.5,3.1
CVE-2023-6688,gitlab,6.5,3.1
CVE-2024-2454,gitlab,6.5,3.1
CVE-2024-2651,gitlab,6.5,3.1
CVE-2024-4539,gitlab,4.3,3.1
CVE-2024-4597,gitlab,5.7,3.1
CVE-2024-2874,gitlab,6.5,3.1
CVE-2024-4835,gitlab,8.0,3.1
CVE-2023-6502,gitlab,4.3,3.1
CVE-2023-7045,gitlab,5.4,3.1
CVE-2024-1947,gitlab,4.3,3.1
CVE-2024-5258,gitlab,4.4,3.1
CVE-2024-5318,gitlab,4.0,3.1
CVE-2024-1495,gitlab,6.5,3.1
CVE-2024-1736,gitlab,6.5,3.1
CVE-2024-1963,gitlab,6.5,3.1
CVE-2024-4201,gitlab,4.4,3.1
CVE-2024-5469,gitlab,3.1,3.1
CVE-2024-1493,gitlab,6.5,3.1
CVE-2024-1816,gitlab,5.3,3.1
CVE-2024-2191,gitlab,5.3,3.1
CVE-2024-3115,gitlab,4.3,3.1
CVE-2024-3959,gitlab,6.5,3.1
CVE-2024-4011,gitlab,3.1,3.1
CVE-2024-4557,gitlab,6.5,3.1
CVE-2024-4901,gitlab,8.7,3.1
CVE-2024-5430,gitlab,6.8,3.1
CVE-2024-5655,gitlab,9.6,3.1
CVE-2024-6323,gitlab,7.5,3.1
CVE-2024-2177,gitlab,6.8,3.1
CVE-2024-2880,gitlab,2.7,3.1
CVE-2024-5257,gitlab,4.9,3.1
CVE-2024-5470,gitlab,3.8,3.1
CVE-2024-6385,gitlab,9.6,3.1
CVE-2024-6595,gitlab,3.0,3.1
CVE-2024-0231,gitlab,2.7,3.1
CVE-2024-5067,gitlab,4.4,3.1
CVE-2024-7060,gitlab,2.6,3.1
CVE-2024-7091,gitlab,4.1,3.1
CVE-2024-7047,gitlab,7.7,3.1
CVE-2024-7057,gitlab,4.3,3.1
CVE-2024-4210,gitlab,6.5,3.1
CVE-2024-4784,gitlab,4.2,3.1
CVE-2024-6329,gitlab,5.7,3.1
CVE-2024-2800,gitlab,6.5,3.1
CVE-2024-3035,gitlab,6.8,3.1
CVE-2024-3114,gitlab,4.3,3.1
CVE-2024-3958,gitlab,5.3,3.1
CVE-2024-4207,gitlab,4.4,3.1
CVE-2024-5423,gitlab,6.5,3.1
CVE-2024-7554,gitlab,4.9,3.1
CVE-2024-7610,gitlab,4.3,3.1
CVE-2024-3127,gitlab,4.3,3.1
CVE-2024-6502,gitlab,5.7,3.1
CVE-2024-7110,gitlab,6.4,3.1
CVE-2024-8041,gitlab,6.5,3.1
CVE-2024-2743,gitlab,5.3,3.1
CVE-2024-4612,gitlab,6.4,3.1
CVE-2024-4660,gitlab,6.5,3.1
CVE-2024-5435,gitlab,4.5,3.1
CVE-2024-6389,gitlab,4.3,3.1
CVE-2024-6446,gitlab,3.5,3.1
CVE-2024-8124,gitlab,7.5,3.1
CVE-2024-8631,gitlab,5.5,3.1
CVE-2024-8635,gitlab,7.7,3.1
CVE-2024-8640,gitlab,8.5,3.1
CVE-2024-8754,gitlab,6.4,3.1
CVE-2024-4472,gitlab,4.0,3.1
CVE-2024-6678,gitlab,9.9,3.1
CVE-2024-8311,gitlab,6.5,3.1
CVE-2024-8641,gitlab,6.7,3.1
CVE-2024-4283,gitlab,6.4,3.1
CVE-2024-6685,gitlab,3.1,3.1
CVE-2024-4278,gitlab,5.5,3.1
CVE-2024-4099,gitlab,3.1,3.1
CVE-2024-8974,gitlab,2.6,3.1
CVE-2023-3441,gitlab,6.6,3.1
CVE-2024-8977,gitlab,8.2,3.1
CVE-2024-9596,gitlab,3.7,3.1
CVE-2024-9623,gitlab,4.9,3.1
CVE-2024-6530,gitlab,7.3,3.1
CVE-2024-5005,gitlab,4.3,3.1
CVE-2024-8970,gitlab,8.2,3.1
CVE-2024-9164,gitlab,9.6,3.1
CVE-2024-6826,gitlab,6.5,3.1
CVE-2024-8312,gitlab,8.7,3.1
CVE-2024-8180,gitlab,5.4,3.1
CVE-2024-9693,gitlab,8.5,3.1
CVE-2024-7404,gitlab,6.8,3.1
CVE-2024-8648,gitlab,6.1,3.1
CVE-2024-9633,gitlab,3.1,3.1
CVE-2024-11668,gitlab,4.2,3.1
CVE-2024-11669,gitlab,6.5,3.1
CVE-2024-11828,gitlab,4.3,3.1
CVE-2024-8114,gitlab,8.2,3.1
CVE-2024-8177,gitlab,5.3,3.1
CVE-2024-8237,gitlab,6.5,3.1
CVE-2024-10240,gitlab,5.3,3.1
CVE-2024-10043,gitlab,3.1,3.1
CVE-2024-11274,gitlab,8.7,3.1
CVE-2024-12292,gitlab,4.0,3.1
CVE-2024-12570,gitlab,6.7,3.1
CVE-2024-8179,gitlab,5.4,3.1
CVE-2024-8233,gitlab,7.5,3.1
CVE-2024-8647,gitlab,5.4,3.1
CVE-2024-9367,gitlab,4.3,3.1
CVE-2024-9387,gitlab,6.4,3.1
CVE-2024-8116,gitlab,5.3,3.1
CVE-2024-8650,gitlab,5.3,3.1
CVE-2023-5117,gitlab,3.7,3.1
CVE-2025-0194,gitlab,6.5,3.1
CVE-2024-12431,gitlab,4.3,3.1
CVE-2024-6324,gitlab,4.3,3.1
CVE-2024-13041,gitlab,4.2,3.1
CVE-2024-11931,gitlab,6.4,3.1
CVE-2025-0314,gitlab,8.7,3.1
CVE-2025-0290,gitlab,4.3,3.1
CVE-2023-6195,gitlab,2.6,3.1
CVE-2024-1211,gitlab,6.4,3.1
CVE-2023-6386,gitlab,6.5,3.1
CVE-2024-1539,gitlab,4.3,3.1
CVE-2024-6356,gitlab,4.4,3.1
CVE-2024-5528,gitlab,3.5,3.1
CVE-2024-9631,gitlab,7.5,3.1
CVE-2024-3976,gitlab,6.5,3.1
CVE-2024-2878,gitlab,7.5,3.1
CVE-2025-1072,gitlab,6.5,3.1
CVE-2024-10383,gitlab,8.7,3.1
CVE-2024-12379,gitlab,6.5,3.1
CVE-2025-0376,gitlab,8.7,3.1
CVE-2025-1042,gitlab,4.9,3.1
CVE-2025-1212,gitlab,4.3,3.1
CVE-2024-9870,gitlab,4.3,3.1
CVE-2025-0516,gitlab,4.3,3.1
CVE-2024-7102,gitlab,9.6,3.1
CVE-2024-8266,gitlab,4.4,3.1
CVE-2025-1198,gitlab,4.2,3.1
CVE-2024-3303,gitlab,6.4,3.1
CVE-2024-8186,gitlab,5.4,3.1
CVE-2024-10925,gitlab,5.3,3.1
CVE-2025-0475,gitlab,8.7,3.1
CVE-2025-0555,gitlab,7.7,3.1
CVE-2025-1540,gitlab,3.1,3.1
CVE-2025-2045,gitlab,4.3,3.1
CVE-2024-12380,gitlab,4.4,3.1
CVE-2024-13054,gitlab,6.5,3.1
CVE-2024-7296,gitlab,2.7,3.1
CVE-2024-8402,gitlab,3.7,3.1
CVE-2025-0652,gitlab,4.3,3.1
CVE-2025-1257,gitlab,6.5,3.1
CVE-2024-9773,gitlab,3.7,3.1
CVE-2025-0811,gitlab,8.7,3.1
CVE-2025-2242,gitlab,7.5,3.1
CVE-2025-2255,gitlab,8.7,3.1
CVE-2025-2867,gitlab,4.4,3.1
CVE-2024-10307,gitlab,4.3,3.1
CVE-2024-12619,gitlab,5.2,3.1
CVE-2024-11129,gitlab,6.3,3.1
CVE-2025-1677,gitlab,6.5,3.1
CVE-2025-2408,gitlab,5.3,3.1
CVE-2025-2469,gitlab,3.7,3.1
CVE-2025-0362,gitlab,6.4,3.1
CVE-2024-12244,gitlab,4.3,3.1
CVE-2025-0639,gitlab,6.5,3.1
CVE-2025-1908,gitlab,7.7,3.1
CVE-2024-8973,gitlab,6.5,3.1
CVE-2025-0549,gitlab,6.8,3.1
CVE-2025-1278,gitlab,5.3,3.1
CVE-2025-1110,gitlab,2.7,3.1
CVE-2025-2853,gitlab,6.5,3.1
CVE-2025-3111,gitlab,6.5,3.1
CVE-2025-4979,gitlab,4.9,3.1
CVE-2024-12093,gitlab,6.8,3.1
CVE-2025-0605,gitlab,4.6,3.1
CVE-2025-0679,gitlab,4.3,3.1
CVE-2025-0993,gitlab,7.5,3.1
CVE-2024-7803,gitlab,6.5,3.1
CVE-2024-9163,gitlab,3.5,3.1
CVE-2025-1763,gitlab,8.7,3.1
CVE-2025-1478,gitlab,6.5,3.1
CVE-2025-1516,gitlab,6.5,3.1
CVE-2025-2254,gitlab,8.7,3.1
CVE-2025-4278,gitlab,8.7,3.1
CVE-2025-5996,gitlab,6.5,3.1
CVE-2025-0673,gitlab,7.5,3.1
CVE-2025-5195,gitlab,4.3,3.1
CVE-2024-9512,gitlab,5.3,3.1
CVE-2025-5982,gitlab,3.7,3.1
CVE-2024-7586,gitlab,4.1,3.1
CVE-2025-2443,gitlab,8.7,3.1
CVE-2025-5121,gitlab,8.5,3.1
CVE-2024-4025,gitlab,6.5,3.1
CVE-2024-4994,gitlab,8.1,3.1
CVE-2023-5600,gitlab,3.1,3.1
CVE-2025-1754,gitlab,5.3,3.1
CVE-2025-2938,gitlab,3.1,3.1
CVE-2025-3279,gitlab,6.5,3.1
CVE-2025-5315,gitlab,4.3,3.1
CVE-2025-5846,gitlab,2.7,3.1
CVE-2025-3396,gitlab,4.3,3.1
CVE-2025-4972,gitlab,2.7,3.1
CVE-2025-6168,gitlab,2.7,3.1
CVE-2025-6948,gitlab,8.7,3.1
CVE-2025-4439,gitlab,7.7,3.1
CVE-2025-4700,gitlab,8.7,3.1
CVE-2025-0765,gitlab,4.3,3.1
CVE-2025-1299,gitlab,4.3,3.1
CVE-2025-4976,gitlab,4.3,3.1
CVE-2025-7001,gitlab,4.3,3.1
CVE-2024-10219,gitlab,6.5,3.1
CVE-2024-12303,gitlab,6.7,3.1
CVE-2025-1477,gitlab,6.5,3.1
CVE-2025-2498,gitlab,3.1,3.1
CVE-2025-2614,gitlab,6.5,3.1
CVE-2025-2937,gitlab,6.5,3.1
CVE-2025-5819,gitlab,5.0,3.1
CVE-2025-6186,gitlab,8.7,3.1
CVE-2025-7734,gitlab,8.7,3.1
CVE-2025-7739,gitlab,8.7,3.1
CVE-2025-8770,gitlab,6.5,3.1
CVE-2025-2246,gitlab,5.8,3.1
CVE-2025-3601,gitlab,6.5,3.1
CVE-2025-4225,gitlab,5.3,3.1
CVE-2025-5101,gitlab,5.0,3.1
CVE-2025-10094,gitlab,6.5,3.1
CVE-2025-1250,gitlab,6.5,3.1
CVE-2025-2256,gitlab,7.5,3.1
CVE-2025-6454,gitlab,8.5,3.1
CVE-2025-6769,gitlab,4.3,3.1
CVE-2025-7337,gitlab,6.5,3.1
CVE-2025-10858,gitlab,7.5,3.1
CVE-2025-10867,gitlab,3.5,3.1
CVE-2025-10871,gitlab,3.8,3.1
CVE-2025-7691,gitlab,6.5,3.1
CVE-2025-9642,gitlab,8.7,3.1
CVE-2025-9958,gitlab,7.7,3.1
CVE-2025-10868,gitlab,3.5,3.1
CVE-2025-11042,gitlab,4.3,3.1
CVE-2025-5069,gitlab,3.5,3.1
CVE-2025-8014,gitlab,7.5,3.1
CVE-2025-10004,gitlab,7.5,3.1
CVE-2025-11340,gitlab,7.7,3.1
CVE-2025-2934,gitlab,4.3,3.1
CVE-2025-10497,gitlab,7.5,3.1
CVE-2025-11447,gitlab,7.5,3.1
CVE-2025-11971,gitlab,6.5,3.1
CVE-2025-11974,gitlab,6.5,3.1
CVE-2025-11989,gitlab,3.7,3.1
CVE-2025-6601,gitlab,2.7,3.1
CVE-2025-11702,gitlab,8.5,3.1
CVE-2025-11865,gitlab,4.3,3.1
CVE-2025-11990,gitlab,3.1,3.1
CVE-2025-2615,gitlab,4.3,3.1
CVE-2025-6171,gitlab,5.3,3.1
CVE-2025-6945,gitlab,3.5,3.1
CVE-2025-7000,gitlab,4.3,3.1
CVE-2025-7736,gitlab,3.1,3.1
CVE-2025-12983,gitlab,3.5,3.1
CVE-2025-9825,gitlab,5.0,3.1
CVE-2025-12571,gitlab,7.5,3.1
CVE-2025-12653,gitlab,6.5,3.1
CVE-2025-13611,gitlab,2.0,3.1
CVE-2025-6195,gitlab,4.3,3.1
CVE-2025-7449,gitlab,6.5,3.1
CVE-2024-9183,gitlab,7.7,3.1
CVE-2025-12562,gitlab,7.5,3.1
CVE-2025-12716,gitlab,8.7,3.1
CVE-2025-13978,gitlab,4.3,3.1
CVE-2025-14157,gitlab,6.5,3.1
CVE-2025-11247,gitlab,4.3,3.1
CVE-2025-11984,gitlab,6.8,3.1
CVE-2025-4097,gitlab,6.5,3.1
CVE-2025-8405,gitlab,7.7,3.1
CVE-2025-12029,gitlab,8.0,3.1
CVE-2025-12734,gitlab,3.5,3.1
CVE-2025-10569,gitlab,6.5,3.1
CVE-2025-11246,gitlab,5.4,3.1
CVE-2025-13761,gitlab,8.0,3.1
CVE-2025-13772,gitlab,7.1,3.1
CVE-2025-13781,gitlab,6.5,3.1
CVE-2025-3950,gitlab,3.5,3.1
CVE-2025-9222,gitlab,8.7,3.1
CVE-2025-11224,gitlab,7.7,3.1
CVE-2025-13335,gitlab,6.5,3.1
CVE-2025-13927,gitlab,7.5,3.1
CVE-2025-13928,gitlab,7.5,3.1
CVE-2026-0723,gitlab,7.4,3.1
CVE-2026-1102,gitlab,5.3,3.1
CVE-2026-1751,gitlab,3.1,3.1
CVE-2025-12073,gitlab,4.3,3.1
CVE-2025-12575,gitlab,5.4,3.1
CVE-2025-14560,gitlab,7.3,3.1
CVE-2025-14592,gitlab,3.7,3.1
CVE-2025-14594,gitlab,3.5,3.1
CVE-2025-7659,gitlab,8.0,3.1
CVE-2025-8099,gitlab,7.5,3.1
CVE-2026-0595,gitlab,7.3,3.1
CVE-2026-0958,gitlab,7.5,3.1
CVE-2026-1080,gitlab,4.3,3.1
CVE-2026-1094,gitlab,4.6,3.1
CVE-2026-1282,gitlab,3.5,3.1
CVE-2026-1387,gitlab,6.5,3.1
CVE-2026-1456,gitlab,6.5,3.1
CVE-2026-1458,gitlab,6.5,3.1
CVE-2025-14103,gitlab,4.3,3.1
CVE-2025-3525,gitlab,6.5,3.1
CVE-2025-14511,gitlab,7.5,3.1
CVE-2026-0752,gitlab,8.0,3.1
CVE-2026-1388,gitlab,7.5,3.1
CVE-2026-1662,gitlab,7.5,3.1
CVE-2026-1725,gitlab,5.3,3.1
CVE-2026-1747,gitlab,4.3,3.1
CVE-2026-2845,gitlab,6.5,3.1
CVE-2025-12576,gitlab,6.5,3.1
CVE-2025-12697,gitlab,2.2,3.1
CVE-2025-12704,gitlab,3.5,3.1
CVE-2025-13690,gitlab,6.5,3.1
CVE-2025-13929,gitlab,7.5,3.1
CVE-2025-14513,gitlab,7.5,3.1
CVE-2026-0602,gitlab,4.3,3.1
CVE-2026-1069,gitlab,7.5,3.1
CVE-2026-1090,gitlab,8.7,3.1
CVE-2026-1230,gitlab,4.1,3.1
CVE-2026-1663,gitlab,4.3,3.1
CVE-2026-1732,gitlab,4.3,3.1
CVE-2026-3848,gitlab,5.0,3.1
CVE-2025-12555,gitlab,4.3,3.1
CVE-2026-1182,gitlab,4.3,3.1
CVE-2026-4363,gitlab,3.7,3.1
CVE-2025-13078,gitlab,6.5,3.1
CVE-2025-13436,gitlab,6.5,3.1
CVE-2025-14595,gitlab,4.3,3.1
CVE-2026-1724,gitlab,6.8,3.1
CVE-2026-2726,gitlab,4.3,3.1
CVE-2026-2745,gitlab,6.8,3.1
CVE-2026-2973,gitlab,5.4,3.1
CVE-2026-2995,gitlab,7.7,3.1
CVE-2026-3857,gitlab,8.1,3.1
CVE-2026-3988,gitlab,7.5,3.1
CVE-2026-2370,gitlab,8.1,3.1
CVE-2025-12664,gitlab,7.5,3.1
CVE-2025-9484,gitlab,4.3,3.1
CVE-2026-1092,gitlab,7.5,3.1
CVE-2026-1101,gitlab,6.5,3.1
CVE-2026-1516,gitlab,5.7,3.1
CVE-2026-1752,gitlab,4.3,3.1
CVE-2026-2104,gitlab,4.3,3.1
CVE-2026-2619,gitlab,4.3,3.1
CVE-2026-4332,gitlab,5.4,3.1
CVE-2026-4916,gitlab,2.7,3.1
CVE-2026-5173,gitlab,8.5,3.1
